qid,cond,context,answer,gold_in_context,generator,faithful,correct,judge_parsed,judge_raw,correct_oldjudge,faithful_oldjudge,judge_version,refused
w085,A,"['wiki_02924', 'wiki_02926', 'wiki_02927', 'wiki_01941', 'wiki_02925']",مدينة مرزوكة كتعاني من عدة مشاكل، منها: ضعف الخدمات، نقص في قنوات الصرف الصحي، انتشار الروائح الكريهة، ضعف في قطاع الصحة، غياب الأطر الطبية ونقص في الأدوية، وغياب مدرسة إعدادية أو ثانوية.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w086,A,"['wiki_01372', 'wiki_01373', 'wiki_00350', 'wiki_00572', 'wiki_01071']",تم افتتاح المنطقة الحرة الأطلسية سنة 2012.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w087,A,"['wiki_01372', 'wiki_00778', 'wiki_00796', 'wiki_00424', 'wiki_01373']",المنطقة الحرة الأطلسية كاينة على بعد حوالي 120 كيلومتر من الدار البيضاء.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w088,A,"['wiki_01372', 'wiki_01373', 'wiki_00707', 'wiki_00468', 'wiki_01141']",مساحة المنطقة الحرة الأطلسية تقارب 500 هكتار.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w089,A,"['wiki_01161', 'wiki_01162', 'wiki_01163', 'wiki_00508', 'wiki_00455']",أُحدثت اللجنة الوطنية لمناخ الأعمال سنة 2009، ويرأسها رئيس الحكومة.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w090,A,"['wiki_01161', 'wiki_01162', 'wiki_01163', 'wiki_00455', 'wiki_00456']",الهدف من اللجنة الوطنية لمناخ الأعمال هو اقتراح التدابير الرامية إلى تحسين الإطار القانوني والتنظيمي للأعمال، وتنسيق تنفيذها، وتقييم أثرها على القطاعات المعنية.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w091,A,"['wiki_01715', 'wiki_01768', 'wiki_01783', 'wiki_01267', 'wiki_01251']",آه، المغرب كان تحت السيادة العثمانية.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,0,Atlas-Chat-9B/v2,0
w092,A,"['wiki_02700', 'wiki_02702', 'wiki_00904', 'wiki_00196', 'wiki_02187']",مراكش,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w093,A,"['wiki_00323', 'wiki_00324', 'wiki_00325', 'wiki_01660', 'wiki_01658']",إقليم شنقيط يتبع لموريتانيا منذ إستقلالها عن فرنسا سنة 1960.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w094,A,"['wiki_00324', 'wiki_00325', 'wiki_01329', 'wiki_01252', 'wiki_00930']",حسب الحجج التاريخية، سيادة سلاطين المغرب امتدت إلى نهر السنغال.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w095,A,"['wiki_02031', 'wiki_00901', 'wiki_02030', 'wiki_02675', 'wiki_00802']",سوق خميس تمسمان يبعد 2 كم من وسط المدينة الصغيرة (كرونا).,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w096,A,"['wiki_00650', 'wiki_00649', 'wiki_01378', 'wiki_00615', 'wiki_02385']",المصادقة على الزيادة الأخيرة في الأجر الفلاحي تمت بموجب المرسوم رقم 2.24.1122 في 26 ديسمبر 2024.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w097,A,"['wiki_00650', 'wiki_00373', 'wiki_02973', 'wiki_01489', 'wiki_02863']",اتفاق أبريل 2011 نص على توحيد الحد الأدنى للأجور بين القطاعات الفلاحية وغير الفلاحية خلال ثلاث سنوات.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w098,A,"['wiki_01204', 'wiki_01203', 'wiki_00487', 'wiki_00474', 'wiki_00793']",المدرسة البوعنانية تبنات ما بين عامي 1350م و1355م.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w099,A,"['wiki_01204', 'wiki_01203', 'wiki_01205', 'wiki_01453', 'wiki_01614']",باب بوجلود يعد من أهم أسوار المدينة، ومدخل رئيسي لها، حيث موقعه في الجهة الشمالية الغربية للمدينة بالقرب من المحطة الطرقية، وهو نموذج للآثار المغربية التي قاومت عوامل الطبيعة منذ أحقاب.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w100,A,"['wiki_01367', 'wiki_01366', 'wiki_00451', 'wiki_00810', 'wiki_00445']",المحاطة ديال الطيارة هي 167 مقعد.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w101,A,"['wiki_02640', 'wiki_02635', 'wiki_02646', 'wiki_02644', 'wiki_02641']",كمية التساقطات السنوية بمدينة عين بني مطهر ما تتعدىش 200 ملم.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w102,A,"['wiki_02640', 'wiki_02635', 'wiki_02204', 'wiki_02641', 'wiki_01065']",درجة الحرارة في فصل الصيف بعين بني مطهر تتجاوز 39.6 درجة مئوية.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w103,A,"['wiki_02640', 'wiki_02635', 'wiki_02644', 'wiki_02643', 'wiki_02646']",أبرز أودية عين بني مطهر هي: واد الشارف، واد تبودة، وادي مسخسخة، وادي وزين.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w104,A,"['wiki_00431', 'wiki_01650', 'wiki_00430', 'wiki_00427', 'wiki_01430']",النموذج الاقتصادي المغربي بين 1956 و1982 كان مختلط، تداخل فيه النزعة اللبرالية مع التوجيه الاقتصادي، وسياسة تجارية حمائية، وتدخل وازن للسلطات الحكومية في السياسات الاقتصادية والاجتماعية.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w105,A,"['wiki_00431', 'wiki_00430', 'wiki_00461', 'wiki_01650', 'wiki_01997']",أولى الأوراش الاقتصادية لأولى الحكومات المغربية بعد الاستقلال كانت إرساء الاستقلالية الاقتصادية، لدولة خارجة للتو من الاستعمار، وذلك عبر إصدار العملة الوطنية، وخلق مؤسسات الوصاية والتوجيه الاقتصادي، وإرساء نظام بنكي عصري.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w106,A,"['wiki_00565', 'wiki_01491', 'wiki_01490', 'wiki_01486', 'wiki_02224']",البنك المخزني المغربي تأسس فعام 1907 فطنجة، المغرب.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w107,A,"['wiki_00565', 'wiki_01490', 'wiki_01486', 'wiki_01491', 'wiki_01489']",البنك المخزني المغربي قام بدور البنك المركزي للدولة المغربية حتى سنة 1959.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w108,A,"['wiki_02856', 'wiki_00717', 'wiki_00719', 'wiki_00716', 'wiki_00692']",السبب الرئيسي لتنظيم مؤتمر الجزيرة الخضراء سنة 1906 كان باش يحلو الأزمة المغربية الأولى بين فرنسا وألمانيا، اللي وقعات ف 1905، فين ألمانيا ردات على جهود فرنسا باش تدير محمية على المغرب المستقل.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",1,0,Atlas-Chat-9B/v2,0
w109,A,"['wiki_00738', 'wiki_00737', 'wiki_00734', 'wiki_00735', 'wiki_01362']",السفير الثاني كان أحمد بن المهدي الغزال.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w110,A,"['wiki_00738', 'wiki_00737', 'wiki_00579', 'wiki_01126', 'wiki_01347']",محمد بن عثمان المكناسي زار إسبانيا كسفير للسلطان محمد الثالث باش يوقع معاه العاهل الإسباني كارلوس الثالث معاهدة لتجديد الصلح بين الدولتين وإطلاق سراح الأسرى الجزائريين.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w111,A,"['wiki_02472', 'wiki_00114', 'wiki_02730', 'wiki_00070', 'wiki_00139']",كلمة أصفراو الأمازيغية كتعني المنطقة المقعرة.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w112,A,"['wiki_02472', 'wiki_02471', 'wiki_02479', 'wiki_02481', 'wiki_02476']",قطن سكان صفرو الأوائل الكهوف والمغارات، التي ما يزال بعضها قائما إلى الآن مثل كهف المومن وكهف البقرة وكهف الغولة.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w113,A,"['wiki_02472', 'wiki_02481', 'wiki_02477', 'wiki_02479', 'wiki_00127']",البلدة المجاورية لصفرو لي ما زال بعض سكانها يستقرون في الكهوف هي البهاليل.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w114,A,"['wiki_01117', 'wiki_01119', 'wiki_01133', 'wiki_01120', 'wiki_01135']",35 كلم,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w115,A,"['wiki_01117', 'wiki_01123', 'wiki_01118', 'wiki_00079', 'wiki_01119']",موقع القصر الصغير يزخر ببقايا أثرية تتمثل في مسجد، وحمام، ومركز تجاري تعود إلى فترات تاريخية تمتد من القرن 12 الميلادي إلى غاية القرن 14 الميلادي.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w116,A,"['wiki_01117', 'wiki_01118', 'wiki_00152', 'wiki_01330', 'wiki_01794']",في يوم 23 أكتوبر 1458م، استولى الجيش البرتغالي بقيادة ألفونس الخامس على القصر الصغير.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w117,A,"['wiki_01242', 'wiki_02220', 'wiki_00050', 'wiki_00183', 'wiki_02903']",ألبرت حوراني,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w118,A,"['wiki_01242', 'wiki_01228', 'wiki_00641', 'wiki_01243', 'wiki_00480']",المحاكِم والوزارات والجيش,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w119,A,"['wiki_01086', 'wiki_01894', 'wiki_01897', 'wiki_01892', 'wiki_02455']",المساحة الإجمالية للقصبة المخزنية بتزنيت هي 6704م² وعدد أبراجها 5.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w120,A,"['wiki_01892', 'wiki_02712', 'wiki_01890', 'wiki_01894', 'wiki_01190']",تنسب إلى القائد الحاحي محمد أغناج.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w121,A,"['wiki_02269', 'wiki_02268', 'wiki_01458', 'wiki_00186', 'wiki_00141']",كانت تُعرف أوعبيد الله في العصر المريني بقصبة المرينيين.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w122,A,"['wiki_02787', 'wiki_00626', 'wiki_02786', 'wiki_00139', 'wiki_00625']",البرتغاليون استعجلو احتلال أزمور حيت كان فيها بزاف د الحوت، خاصة الشابل والتون، والناس الأوروبيين كانو باغيين يشريوه بزاف.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w123,A,"['wiki_02787', 'wiki_00303', 'wiki_00686', 'wiki_00690', 'wiki_01678']",إسبانيا أنشأت برجا عسكريا عند مصب وادي الشبيكة فعام 1476.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w124,A,"['wiki_02319', 'wiki_02320', 'wiki_02324', 'wiki_02321', 'wiki_02323']",لعاصمة ديال الشاوية,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w125,A,"['wiki_02319', 'wiki_02323', 'wiki_02324', 'wiki_02320', 'wiki_01149']",83 كم,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w126,A,"['wiki_02319', 'wiki_02320', 'wiki_02324', 'wiki_02323', 'wiki_02321']",رمز مدينة سطات هو الحصان.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w127,A,"['wiki_02319', 'wiki_02323', 'wiki_02320', 'wiki_02324', 'wiki_01388']",ارتفاع سطات عن سطح البحر حوالي 370 مترا.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w128,A,"['wiki_00186', 'wiki_02445', 'wiki_02444', 'wiki_00187', 'wiki_00188']",الموحدون تبناو الراية البيضاء كشعار لهم.,0,MBZUAI-Paris/Atlas-Chat-9B,1,0,1,"مدعوم: نعم
مطابق: لا",1,0,Atlas-Chat-9B/v2,0
w129,A,"['wiki_00186', 'wiki_02445', 'wiki_02638', 'wiki_00187', 'wiki_02235']",المرابطون استعملو اللون الأسود في رايتهم باش يربطو راسهم بالخلافة العباسية.,0,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w130,A,"['wiki_01860', 'wiki_01857', 'wiki_01861', 'wiki_01845', 'wiki_01855']",توقفت مجموعة من المعطيات الطبيعية، بما فيها موقعها بين السلاسل الجبلية المذكورة المنتصبة من جهتي الشمال والغرب والتي تقف كحاجز أمام تسرب الكتل الهوائية الرطبة نحو الداخل.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w131,A,"['wiki_01845', 'wiki_01856', 'wiki_01861', 'wiki_01593', 'wiki_01860']",سكان منطقة تاوريرت اعتمدو على تربية الماشية، الزراعة البورية، الزراعة السقوية، والاعتماد على بعض الآبار، واهتموا خاصة بغرس الشجر.,1,MBZUAI-Paris/Atlas-Chat-9B,1,0,1,"مدعوم: نعم
مطابق: لا",1,0,Atlas-Chat-9B/v2,0
w132,A,"['wiki_02297', 'wiki_02303', 'wiki_02302', 'wiki_02307', 'wiki_01812']",مدينة سجلماسة التاريخية تقع في المملكة المغربية، جنوب الأطلس الكبير، مقابلة لمدينة الريصاني في تافيلالت الحالية.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w133,A,"['wiki_02297', 'wiki_02305', 'wiki_01705', 'wiki_02700', 'wiki_01229']",المدينة الإسلامية الأولى لي تبنات بالمغرب الإسلامي هي القيروان.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w134,A,"['wiki_02297', 'wiki_02299', 'wiki_02304', 'wiki_02306', 'wiki_02302']",سجلماسة بنيت سنة 140 هـ/757م من قبل عيسى بن يزيد الأسود.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w135,A,"['wiki_01432', 'wiki_01653', 'wiki_01429', 'wiki_01144', 'wiki_01654']",الضريبة على القيمة المضافة ترفعات من 17% إلى 19% سنة 1984.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w136,A,"['wiki_01432', 'wiki_01431', 'wiki_01654', 'wiki_01429', 'wiki_01430']",67 %,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w137,A,"['wiki_01432', 'wiki_02289', 'wiki_02057', 'wiki_02177', 'wiki_02135']",بلغت الرسوم المفروضة على الراجلين بالناضور 100 درهم.,1,MBZUAI-Paris/Atlas-Chat-9B,1,0,1,"مدعوم: نعم
مطابق: لا",1,0,Atlas-Chat-9B/v2,0
w138,A,"['wiki_02057', 'wiki_02055', 'wiki_02039', 'wiki_02047', 'wiki_02053']",مصادر الدخل ديال جمهورية الريف كانت فيها: الضرائب على شكل فلوس ولا محاصيل، مداخيل الزكاة، الغرامات، تبرعات السكان والقبائل، وفداء الأسرى.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w139,A,"['wiki_02057', 'wiki_01524', 'wiki_02044', 'wiki_02740', 'wiki_02301']",20 ألف بيزيتا,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w140,A,"['wiki_02057', 'wiki_02055', 'wiki_01442', 'wiki_02050', 'wiki_02053']",حكومة الريف اتبعت سياسة منصوصة في المذهب المالكي وهي سحب الأراضي الزراعية من من يعجز أو يتهاون في زرعها وذلك للمحافظة على الإنتاج.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w141,A,"['wiki_00048', 'wiki_00062', 'wiki_00055', 'wiki_00038', 'wiki_00411']",عزيز أخنوش,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w142,A,"['wiki_00048', 'wiki_00038', 'wiki_00055', 'wiki_00526', 'wiki_00027']",عبد الوافي لفتيت,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w143,A,"['wiki_02467', 'wiki_02466', 'wiki_00920', 'wiki_02469', 'wiki_01091']",صالح بن عبد الحليم الإيلاني ينتمي إلى قبيلة أيلان المصمودية، المعروفة في المصادر باسم «هيلانة».,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w144,A,"['wiki_02467', 'wiki_02466', 'wiki_00920', 'wiki_01774', 'wiki_00179']",الأيلاني نشأ بمدينة نفيس، التي كانت آنذاك مركزًا علميًا ذا مكانة استراتيجية بين مراكش وتينمل.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w145,A,"['wiki_00610', 'wiki_00604', 'wiki_00614', 'wiki_00600', 'wiki_00606']",والد التهامي الكلاوي مات قبل ما يتولد، حيت النص ما كيعطيناش تاريخ موتو.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,1,Atlas-Chat-9B/v2,0
w146,A,"['wiki_00604', 'wiki_00602', 'wiki_00611', 'wiki_00600', 'wiki_00606']",التهامي الكلاوي خاض أول معركة حربية لقمع قبيلة ووزكيت وهو ابن خمسة عشر سنة.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w147,A,"['wiki_02939', 'wiki_02940', 'wiki_00105', 'wiki_00294', 'wiki_02941']",مستشفى القرب بأحفير تدشين يوم 25 يوليوز 2024.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w148,A,"['wiki_02939', 'wiki_02940', 'wiki_00105', 'wiki_00219', 'wiki_01198']",وزير الصحة والحماية الاجتماعية خالد آيت الطالب.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w149,A,"['wiki_01469', 'wiki_01062', 'wiki_01468', 'wiki_01471', 'wiki_02209']",مقاومة تاكفاريناس دامت سبع سنين.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w150,A,"['wiki_02705', 'wiki_00149', 'wiki_00155', 'wiki_00150', 'wiki_00170']",مدينة أصيلة تشتهر بالقصبة التاريخية ديالها، الأسوار، الأبواب المصنفة كتراث وطني، والمهرجان الثقافي الدولي لي كيتقام كل صيف.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
