qid,cond,prompt,context,answer,gold_in_context,faithful,correct,judge_raw,refused
w130,A,P1,"['wiki_01860', 'wiki_01857', 'wiki_01861', 'wiki_01845', 'wiki_01855']",الجبال المنتصبة من جهتي الشمال والغرب.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w131,A,P1,"['wiki_01845', 'wiki_01856', 'wiki_01861', 'wiki_01593', 'wiki_01860']",اعتمدت سكان منطقة تاوريرت في معيشتهم على تربية الماشية والزراعة البورية.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w132,A,P1,"['wiki_02297', 'wiki_02303', 'wiki_02302', 'wiki_02307', 'wiki_01812']",مدينة سجلماسة التاريخية تقع وسط واحة كبيرة جنوب الأطلس الكبير.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w133,A,P1,"['wiki_02297', 'wiki_02305', 'wiki_01705', 'wiki_02700', 'wiki_01229']",المعلومة غير متوفرة في النصوص,1,1,1,"مدعوم: نعم
مطابق: نعم",1
w134,A,P1,"['wiki_02297', 'wiki_02299', 'wiki_02304', 'wiki_02306', 'wiki_02302']",سجلماسة بنيت سنة 140 هـ/757م من قبل عيسى بن يزيد الأسود.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w135,A,P1,"['wiki_01432', 'wiki_01653', 'wiki_01429', 'wiki_01144', 'wiki_01654']",من 17% إلى 19%.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w136,A,P1,"['wiki_01432', 'wiki_01431', 'wiki_01654', 'wiki_01429', 'wiki_01430']",67 %,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w137,A,P1,"['wiki_01432', 'wiki_02289', 'wiki_02057', 'wiki_02177', 'wiki_02135']",100 درهم,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w138,A,P1,"['wiki_02057', 'wiki_02055', 'wiki_02039', 'wiki_02047', 'wiki_02053']",مصادر الدخل التي اعتمدتها جمهورية الريف هي: الضرائب، الزكاة، الغرامات، التبرعات، وفداء الأسرى.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w139,A,P1,"['wiki_02057', 'wiki_01524', 'wiki_02044', 'wiki_02740', 'wiki_02301']",20 ألف بيزيتا,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w140,A,P1,"['wiki_02057', 'wiki_02055', 'wiki_01442', 'wiki_02050', 'wiki_02053']",سياسة سحب الأراضي الزراعية من من يعجز أو يتهاون في زرعها.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w141,A,P1,"['wiki_00048', 'wiki_00062', 'wiki_00055', 'wiki_00038', 'wiki_00411']",عزيز أخنوش,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w142,A,P1,"['wiki_00048', 'wiki_00038', 'wiki_00055', 'wiki_00526', 'wiki_00027']",عبد الوافي لفتيت,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w143,A,P1,"['wiki_02467', 'wiki_02466', 'wiki_00920', 'wiki_02469', 'wiki_01091']",صالح بن عبد الحليم الإيلاني ينتمي إلى قبيلة أيلان المصمودية.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w144,A,P1,"['wiki_02467', 'wiki_02466', 'wiki_00920', 'wiki_01774', 'wiki_00179']",مدينة نفيس,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w145,A,P1,"['wiki_00610', 'wiki_00604', 'wiki_00614', 'wiki_00600', 'wiki_00606']",المعلومة غير متوفرة في النصوص,0,0,0,"مدعوم: لا
مطابق: لا",1
w146,A,P1,"['wiki_00604', 'wiki_00602', 'wiki_00611', 'wiki_00600', 'wiki_00606']",خمسة عشر سنة,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w147,A,P1,"['wiki_02939', 'wiki_02940', 'wiki_00105', 'wiki_00294', 'wiki_02941']",تم تدشين مستشفى القرب بأحفير يوم 25 يوليوز 2024.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w148,A,P1,"['wiki_02939', 'wiki_02940', 'wiki_00105', 'wiki_00219', 'wiki_01198']",وزير الصحة والحماية الاجتماعية خالد آيت الطالب,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w149,A,P1,"['wiki_01469', 'wiki_01062', 'wiki_01468', 'wiki_01471', 'wiki_02209']",سبع سنوات,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w150,A,P1,"['wiki_02705', 'wiki_00149', 'wiki_00155', 'wiki_00150', 'wiki_00170']",مدينة أصيلة تشتهر بالقصبة التاريخية وأسوارها وأبوابها المصنفة كتراث وطني، وبمهرجانها الثقافي الدولي الذي يقام كل صيف.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w151,A,P1,"['wiki_01062', 'wiki_01474', 'wiki_01064', 'wiki_01061', 'wiki_01726']",الاستغلال الذي فرض على الأمازيغ من خلال السيطرة على أراضيهم الفلاحية، وفرض السخرة عليهم، واستخدام القوة لإخضاعهم.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w152,A,P1,"['wiki_01062', 'wiki_01472', 'wiki_01474', 'wiki_01061', 'wiki_01469']",أبرز زعماء المقاومة الأمازيغية ضد الرومان هم تاكفاريناس وأيديمون ودونات.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w153,A,P1,"['wiki_02491', 'wiki_02484', 'wiki_01729', 'wiki_01411', 'wiki_02488']",تأسس صندوق محمد السادس للاستثمار في عام 2021.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w154,A,P1,"['wiki_02491', 'wiki_01492', 'wiki_01486', 'wiki_01208', 'wiki_02484']",المقر الرئيسي لصندوق محمد السادس للاستثمار في مدينة الرباط.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w155,A,P1,"['wiki_02491', 'wiki_02484', 'wiki_02229', 'wiki_02490', 'wiki_00466']",في سياق تدابير الإنعاش الاقتصادي المعتمدة في أعقاب جائحة كوفيد-19.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w156,A,P1,"['wiki_02032', 'wiki_02034', 'wiki_02033', 'wiki_02943', 'wiki_02038']",10,0,1,0,"مدعوم: نعم
مطابق: لا",0
w157,A,P1,"['wiki_02032', 'wiki_02034', 'wiki_02038', 'wiki_02033', 'wiki_02035']",مستشفى ومستوصف صحي ودار للولادة,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w158,A,P1,"['wiki_02388', 'wiki_01380', 'wiki_02390', 'wiki_02691', 'wiki_00503']",ارتفعت الساكنة الحضرية من 13 إلى 17 مليون نسمة بين 1992 و2004.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w159,A,P1,"['wiki_01393', 'wiki_02388', 'wiki_01256', 'wiki_02415', 'wiki_02404']",عقلانية في التدبير ومعالجة التلوث,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w160,A,P1,"['wiki_01320', 'wiki_01313', 'wiki_00056', 'wiki_01100', 'wiki_00917']",3312,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w161,A,P1,"['wiki_01320', 'wiki_02208', 'wiki_02281', 'wiki_02125', 'wiki_02209']",جِلد الإبل أو جِلد الماعز,1,0,0,"مدعوم: لا
مطابق: لا",0
w162,A,P1,"['wiki_01320', 'wiki_02181', 'wiki_01100', 'wiki_00773', 'wiki_00621']",45 منشورًا,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w163,A,P1,"['wiki_01438', 'wiki_00726', 'wiki_00679', 'wiki_02286', 'wiki_00676']",5 ديسمبر 1952,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w164,A,P1,"['wiki_00725', 'wiki_00726', 'wiki_00005', 'wiki_02184', 'wiki_00727']",عاد إلى الدار البيضاء لمواساة أسر الضحايا ثم ذهب إلى طنجة ليلقي خطاباً.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w165,A,P1,"['wiki_02347', 'wiki_02350', 'wiki_02346', 'wiki_02349', 'wiki_01521']",محمد توري,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w166,A,P1,"['wiki_02347', 'wiki_02350', 'wiki_02880', 'wiki_00660', 'wiki_01758']",أسكيا قام بتنظيم الإدارة وتجهيز الجيش وضم أراض جديدة إلى سلطة البلاد.,1,0,0,"مدعوم: لا
مطابق: لا",0
w167,A,P1,"['wiki_02959', 'wiki_02960', 'wiki_02958', 'wiki_02965', 'wiki_02964']",تمتد مواطنهم من ضواحي تاهلة وسفوح جبال كندر جنوب فاس حتى تلمسان.,1,0,0,"مدعوم: لا
مطابق: لا",0
w168,A,P1,"['wiki_02209', 'wiki_01851', 'wiki_02678', 'wiki_02151', 'wiki_00219']",المعلومة غير متوفرة في النصوص,0,0,0,"مدعوم: لا
مطابق: لا",1
w169,A,P1,"['wiki_00475', 'wiki_00474', 'wiki_01456', 'wiki_00478', 'wiki_02903']","نحو 2,000 تاجر عربي.",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w170,A,P1,"['wiki_00475', 'wiki_00474', 'wiki_01706', 'wiki_01692', 'wiki_00483']",في عام 985,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w171,A,P1,"['wiki_00475', 'wiki_02459', 'wiki_00490', 'wiki_02458', 'wiki_02465']",حي القيروانيين,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w172,A,P1,"['wiki_02101', 'wiki_02104', 'wiki_01761', 'wiki_01996', 'wiki_02080']",أكتوبر 1955,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w173,A,P1,"['wiki_02104', 'wiki_02101', 'wiki_02100', 'wiki_00605', 'wiki_00725']",16 نوفمبر 1955,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w174,A,P1,"['wiki_02365', 'wiki_02760', 'wiki_02656', 'wiki_00904', 'wiki_02101']",القطارات، ومكاتب البريد، وثكنات الشرطة الاستعمارية، ومصالح المستوطنين الفرنسيين.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w175,A,P1,"['wiki_02101', 'wiki_00711', 'wiki_02462', 'wiki_01026', 'wiki_02948']",2 مارس 1956,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w176,A,P1,"['wiki_00295', 'wiki_00281', 'wiki_00284', 'wiki_00282', 'wiki_00296']",المعلومة غير متوفرة في النصوص,0,1,1,"مدعوم: نعم
مطابق: نعم",1
w177,A,P1,"['wiki_00289', 'wiki_00300', 'wiki_00296', 'wiki_00281', 'wiki_00295']",منتزه NATIONAL إفران، البحيرات، المصادر، الشلالات، المجالات الغابوية، محطة ميشليفن للتزلج.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w178,A,P1,"['wiki_02081', 'wiki_02080', 'wiki_02220', 'wiki_00706', 'wiki_01278']",تم تأسيس مركز المغرب العربي للدراسات الاستراتيجية في عام 1994.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w179,A,P1,"['wiki_02792', 'wiki_02791', 'wiki_01289', 'wiki_02783', 'wiki_02798']",183,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w180,A,P1,"['wiki_02792', 'wiki_02791', 'wiki_02825', 'wiki_02793', 'wiki_01380']",تتمركز معظم وحدات صناعة التجميد في جنوب المغرب بسبب تطوير صيد الرخويات والصيد السطحي.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w181,A,P1,"['wiki_02792', 'wiki_02791', 'wiki_02387', 'wiki_01022', 'wiki_01289']",حوالي 8300 طن في اليوم الواحد,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w182,A,P1,"['wiki_02792', 'wiki_02793', 'wiki_00426', 'wiki_02786', 'wiki_02783']",الاتحاد الأوروبي,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w183,A,P1,"['wiki_00269', 'wiki_00271', 'wiki_00270', 'wiki_01467', 'wiki_01670']",الإمبراطور كلوديوس,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w184,A,P1,"['wiki_00270', 'wiki_01464', 'wiki_01466', 'wiki_01704', 'wiki_00180']",في كنف الإمبراطور أغسطس.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w185,A,P1,"['wiki_00270', 'wiki_01704', 'wiki_01466', 'wiki_01471', 'wiki_01703']",شرشال,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w186,A,P1,"['wiki_01463', 'wiki_01466', 'wiki_01465', 'wiki_01473', 'wiki_01468']",كليوباترا سيليني الثانية,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w187,A,P1,"['wiki_01463', 'wiki_01466', 'wiki_01471', 'wiki_01465', 'wiki_01744']",حكم بطليموس الموريطاني من 23 ميلادية حتى 40 ميلادية.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w188,A,P1,"['wiki_00051', 'wiki_02329', 'wiki_00539', 'wiki_01365', 'wiki_00402']",ساعتين و11 دقيقة و34 ثانية,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w189,A,P1,"['wiki_00051', 'wiki_00058', 'wiki_00059', 'wiki_00041', 'wiki_00034']","جائزة ""قارئ العام للعالم العربي""",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w190,A,P1,"['wiki_00670', 'wiki_01028', 'wiki_02776', 'wiki_00673', 'wiki_02545']",العالمان المتمايزان ومنفصلان انفصالا كليا.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w191,A,P1,"['wiki_00670', 'wiki_01027', 'wiki_01252', 'wiki_01656', 'wiki_01329']",بلاد السيبة وبلاد المخزن,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w192,A,P1,"['wiki_01890', 'wiki_02712', 'wiki_01893', 'wiki_01808', 'wiki_01891']",تبعد تزنيت عن الرباط بـ690 كلم وعن أكادير بـ90 كلم.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w193,A,P1,"['wiki_01890', 'wiki_02712', 'wiki_01891', 'wiki_01899', 'wiki_01893']",تلقب تزنيت بعاصمة الفضة因为她以生产银首饰闻名。,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w194,A,P1,"['wiki_01890', 'wiki_02712', 'wiki_01899', 'wiki_01893', 'wiki_01891']",اسم مدينة تزنيت يعتقد أنه نسبة لامرأة اسمها للا زنينية.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w195,A,P1,"['wiki_01411', 'wiki_01412', 'wiki_01413', 'wiki_00635', 'wiki_01874']",مهام الهيئة المغربية لسوق الرساميل تشمل حماية المدخرين والمستثمرين، مراقبة سير أسواق الرساميل، ضمان شفافية العمليات المالية، تنظيم المشاركين في السوق والأدوات المالية، تعزيز الثقافة المالية.,1,0,1,"مدعوم: لا
مطابق: نعم",0
w196,A,P1,"['wiki_01411', 'wiki_01412', 'wiki_01413', 'wiki_00635', 'wiki_01163']",ملك المغرب,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w197,A,P1,"['wiki_00930', 'wiki_00685', 'wiki_01087', 'wiki_00923', 'wiki_01244']",سبعة,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w198,A,P1,"['wiki_00930', 'wiki_01051', 'wiki_01449', 'wiki_01055', 'wiki_02093']",ست مرات,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w199,A,P1,"['wiki_01000', 'wiki_00993', 'wiki_00994', 'wiki_00999', 'wiki_01006']",بسبب إعادة بناء مدينة الصويرة على النمط العصري وبناء ميناء جديد وقاعدة عسكرية بحرية من قبل السلطان العلوي محمد الثالث.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w200,A,P1,"['wiki_00698', 'wiki_02910', 'wiki_01724', 'wiki_02051', 'wiki_00696']","34,000 رجل",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w001,B,P1,"['wiki_02359', 'wiki_01022', 'wiki_01214', 'wiki_00571', 'wiki_02655']",593168,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w002,B,P1,"['wiki_00355', 'wiki_02359', 'wiki_00248', 'wiki_01364', 'wiki_01022']",طنجة,1,1,0,"مدعوم: نعم
مطابق: لا",0
w003,B,P1,"['wiki_01012', 'wiki_01011', 'wiki_01417', 'wiki_01297', 'wiki_01296']","نسبة الطاقات المتجددة فإنتاج الكهربا فالمغرب هي %19,6.",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w004,B,P1,"['wiki_01012', 'wiki_01297', 'wiki_01021', 'wiki_01418', 'wiki_01020']","النسبة ديال الطاقة الريحية ارتفعت من 2,8% سنة 2010 لتصبح 8,1% سنة 2015.",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w005,B,P1,"['wiki_01012', 'wiki_01217', 'wiki_02386', 'wiki_01420', 'wiki_01011']",المعلومة غير متوفرة في النصوص,1,1,1,"مدعوم: نعم
مطابق: نعم",1
w006,B,P1,"['wiki_00564', 'wiki_00563', 'wiki_00453', 'wiki_00291', 'chunk_011']",وصل معدل البطالة على الصعيد الوطني فالفصل الثاني ديال 2025 عند 12.8%.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w007,B,P1,"['wiki_00564', 'wiki_01369', 'wiki_00290', 'wiki_01408', 'wiki_00417']",شكيب بنموسى,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w008,B,P1,"['wiki_00564', 'wiki_00563', 'wiki_00453', 'wiki_00291', 'chunk_011']",المعدل انتقل من 10.5% إلى 21.4% بالوسط القروي.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w009,B,P1,"['wiki_02608', 'wiki_02609', 'wiki_02610', 'wiki_00433', 'wiki_01173']",المعلومة غير متوفرة في النصوص,1,1,0,"مدعوم: نعم
مطابق: لا",1
w010,B,P1,"['wiki_02608', 'wiki_02609', 'wiki_00578', 'wiki_01361', 'wiki_02607']",استقر عجز الميزانية عند 3.5% من إجمالي الناتج المحلي في 2017.,1,1,0,"مدعوم: نعم
مطابق: لا",0
w011,B,P1,"['wiki_00564', 'wiki_02608', 'wiki_00563', 'wiki_00453', 'wiki_02610']",المعلومة غير متوفرة في النصوص,1,0,0,"مدعوم: لا
مطابق: لا",1
w012,B,P1,"['wiki_02230', 'wiki_02227', 'wiki_02231', 'wiki_02228', 'wiki_02229']",فاتح أبريل 1998,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w013,B,P1,"['wiki_02230', 'wiki_02227', 'wiki_02228', 'wiki_02224', 'wiki_01486']",غاية 31 دجنبر 2011,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w014,B,P1,"['wiki_02646', 'wiki_02693', 'wiki_00564', 'wiki_01294', 'wiki_00048']",المعلومة غير متوفرة في النصوص,0,0,0,"مدعوم: لا
مطابق: لا",1
w015,B,P1,"['wiki_02691', 'wiki_00564', 'wiki_01654', 'wiki_01378', 'wiki_02386']","تطور معدل التمدن في المغرب من 29% سنة 1960 إلى 62,8% سنة 2024.",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w016,B,P1,"['wiki_00564', 'wiki_02194', 'wiki_02691', 'wiki_01572', 'wiki_00291']",المعلومة غير متوفرة في النصوص,1,1,1,"مدعوم: نعم
مطابق: نعم",1
w017,B,P1,"['wiki_01011', 'wiki_01012', 'wiki_01297', 'wiki_01018', 'wiki_01020']","نسبة الطاقات الأحفورية من استهلاك الطاقة الأولية في 2015 هي %88,8.",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w018,B,P1,"['wiki_01011', 'wiki_01379', 'wiki_00443', 'wiki_02387', 'wiki_01020']",المعلومة غير متوفرة في النصوص,1,1,1,"مدعوم: نعم
مطابق: نعم",1
w019,B,P1,"['wiki_00436', 'wiki_00569', 'wiki_00426', 'wiki_01110', 'wiki_01106']",15%,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w020,B,P1,"['wiki_00568', 'wiki_00448', 'wiki_00436', 'wiki_00444', 'wiki_00578']",المواد الطاقية ومواد التجهيز.,1,1,0,"مدعوم: نعم
مطابق: لا",0
w021,B,P1,"['wiki_01430', 'wiki_01654', 'wiki_00436', 'wiki_00435', 'wiki_00444']",55.8 %,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w022,B,P1,"['wiki_00933', 'wiki_02057', 'wiki_01430', 'wiki_00651', 'wiki_00988']",المعلومة غير متوفرة في النصوص,1,1,0,"مدعوم: نعم
مطابق: لا",1
w023,B,P1,"['wiki_00350', 'wiki_00572', 'wiki_00575', 'wiki_01071', 'wiki_00574']",15 يونيو 2004,1,1,0,"مدعوم: نعم
مطابق: لا",0
w024,B,P1,"['wiki_00574', 'wiki_00569', 'wiki_01284', 'wiki_00959', 'wiki_00575']",بشحال زادو صادرات المغرب ديال النسيج لأمريكا فـ2006؟ نسبة %122,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w025,B,P1,"['wiki_00574', 'wiki_01373', 'wiki_01248', 'wiki_01650', 'wiki_01269']",المعلومة غير متوفرة في النصوص,1,1,1,"مدعوم: نعم
مطابق: نعم",1
w026,B,P1,"['wiki_00689', 'wiki_00682', 'wiki_01770', 'wiki_01297', 'wiki_00690']",سنة 2025,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w027,B,P1,"['wiki_01021', 'wiki_01012', 'wiki_01011', 'wiki_01013', 'wiki_01297']","86,4%",1,0,0,"مدعوم: لا
مطابق: لا",0
w028,B,P1,"['wiki_02790', 'wiki_02789', 'wiki_01372', 'wiki_02794', 'wiki_02362']",طنجة وأكادير والعيون,1,1,1,"مدعوم: نعم
مطابق: نعم",0
